track_name,artist,album,release_date,duration,popularity,explicit,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
Operator,Yves Tumor,"Praise A Lord Who Chews But Which Does Not Consume; (Or Simply, Hot Between Worlds)",2023-03-17,196026,38,False,7,0.553,0.956,7,-4.117,1,0.0574,0.000212,0.000128,0.669,0.583,145.033,spotify:track:6wsmCMlFGX4jOko2I3bUtb
Echolalia,Yves Tumor,"Praise A Lord Who Chews But Which Does Not Consume; (Or Simply, Hot Between Worlds)",2023-03-17,180146,52,False,9,0.747,0.824,0,-6.783,0,0.0536,0.044,0.817,0.19,0.745,130.0,spotify:track:20Co6wsSQkqMtZaQxtjz8a
Purified By the Fire,Yves Tumor,"Praise A Lord Who Chews But Which Does Not Consume; (Or Simply, Hot Between Worlds)",2023-03-17,193373,36,False,11,0.247,0.731,11,-6.287,1,0.0774,0.000454,0.902,0.266,0.443,71.848,spotify:track:2FoT6FoaIdh8hvePaIXYXr
Open,James K,036,2021-03-19,118295,42,False,1,0.197,0.149,7,-19.168,1,0.0364,0.909,0.867,0.257,0.0388,135.509,spotify:track:3xkR8ckMQsPuTbyiifMWzw
Plastic Antique,Oneohtrix Point Never,Again,2023-09-29,270239,27,False,6,0.555,0.432,9,-9.909,0,0.0543,0.0437,0.598,0.0985,0.3,116.003,spotify:track:3AK0E0uJjK0sSVMOBhjP9C
Nightmare Paint,Oneohtrix Point Never,Again,2023-09-29,258997,26,False,9,0.361,0.47,0,-9.823,0,0.0388,0.155,0.718,0.459,0.132,99.521,spotify:track:79MHi2TWATxB4f1mW6oWQl
La Flûte Des Mornes,Max Cilla,Wanted Afrobeat: From Diggers to Music Lovers,2017-06-16,459671,19,False,9,0.778,0.818,1,-7.619,0,0.387,0.417,0.887,0.269,0.93,118.288,spotify:track:6iBc1aJbjnCWq0zz9DhwxA
Death of a Disco Dancer - 2011 Remaster,The Smiths,"Strangeways, Here We Come",1987-09-28,326253,46,False,3,0.26,0.864,9,-7.599,1,0.0541,0.0134,0.204,0.0924,0.56,171.035,spotify:track:1Nov3Bi6sKCDnnuhjPJTCY
Last Night I Dreamt That Somebody Loved Me - 2011 Remaster,The Smiths,"Strangeways, Here We Come",1987-09-28,305600,56,False,6,0.132,0.435,2,-9.381,0,0.0291,0.0249,0.00598,0.111,0.0679,201.493,spotify:track:17zN523CEjJWBGXrUb3xex
Paint a Vulgar Picture - 2011 Remaster,The Smiths,"Strangeways, Here We Come",1987-09-28,336093,44,False,8,0.559,0.679,9,-6.796,1,0.0238,0.00732,7.07e-06,0.0755,0.65,96.204,spotify:track:54RgmPfPMd9NsPqCSJNMex
Sleeper,BADBADNOTGOOD,Sleeper,2023-10-18,244271,53,False,1,0.477,0.537,9,-7.329,1,0.0545,0.306,0.00221,0.129,0.489,96.485,spotify:track:5UWJ898JHDe9Ong9Gnkdhd
Nanook Rubs It,Frank Zappa,Apostrophe('),1974-03-22,277160,41,False,2,0.645,0.454,4,-12.893,1,0.313,0.143,0.0197,0.248,0.375,139.705,spotify:track:1m2bxi6oXt69p07HuJcsU1
Cosmik Debris,Frank Zappa,Apostrophe('),1974-03-22,255880,45,False,5,0.56,0.544,5,-11.097,0,0.333,0.101,7.44e-05,0.217,0.685,111.161,spotify:track:6pqWrRF9K2PHpBmmRSIte4
Apostrophe',Frank Zappa,Apostrophe('),1974-03-22,349786,41,False,7,0.28,0.879,9,-9.214,1,0.0793,0.303,0.821,0.338,0.568,171.12,spotify:track:0W7SzJd9YNDiEUxxeKGdTU
Uncle Remus,Frank Zappa,Apostrophe('),1974-03-22,169600,54,False,8,0.484,0.66,0,-11.163,1,0.0358,0.034,0.0812,0.0893,0.742,78.591,spotify:track:4PPwkLq2ld1k09Bl5NkyZB
Stink-Foot,Frank Zappa,Apostrophe('),1974-03-22,400693,36,False,9,0.369,0.558,5,-10.664,0,0.148,0.255,0.000774,0.173,0.555,66.952,spotify:track:5nV609B7jqDuKEupcerPTK
Priscilla,Soft Machine,The Soft Machine (Remastered And Expanded),1968,63266,44,False,8,0.354,0.331,9,-16.891,0,0.0298,0.408,0.92,0.234,0.3,129.008,spotify:track:1jnxRJSuS9QIfjRuzKOvIC
Drink Before the War,Sinéad O'Connor,Lion and the Cobra,1987-11-04,323133,58,False,8,0.492,0.265,8,-12.254,0,0.0339,0.537,0.00467,0.15,0.0922,123.882,spotify:track:5Bmc87iF3wRWGyDbzcMrG3
Caribbean Blue,Enya,"Themes From ""Calmi Cuori Appassionati""",2001,238599,55,False,2,0.393,0.44,4,-10.77,1,0.0315,0.786,0.963,0.0882,0.667,157.639,spotify:track:6qNQcYitWE3mY2WDaTv6Kc
Don't Be Mad At Me,Bohannon,Gittin' Off,1976,336453,13,False,6,0.395,0.146,2,-14.316,1,0.0385,0.982,0.907,0.0756,0.188,134.671,spotify:track:0fWlT1Gg78sRRYoxiW9woQ
Cape Verdean Bruk,Don Pascal,The Mindelo Experiment,2022-11-11,338273,3,False,1,0.779,0.728,4,-11.028,0,0.0483,0.0306,0.868,0.0783,0.496,126.85,spotify:track:20WeqNG9I6SHNuuMc9Z5si
Broken Biscuits,Rebecca Vasmant,Broken Biscuits,2022-02-17,377818,23,False,1,0.37,0.815,9,-5.345,0,0.0818,0.67,0.1,0.484,0.318,157.889,spotify:track:0CVX6UKcZkfS2vGrqbQKXI
Airavata,Miguel Atwood-Ferguson,Airavata,2023-08-24,271866,7,False,1,0.17,0.192,11,-18.937,0,0.0432,0.963,0.159,0.075,0.0652,139.172,spotify:track:32Zt1StZRw2p7cqzaRJ5ke
The Boat,Hania Rani,Ghosts,2023-10-06,425600,34,False,8,0.519,0.221,4,-24.159,0,0.033,0.856,0.913,0.0999,0.47,115.102,spotify:track:6bslbp8bb9kpX54SogOLsp
"Darkness, Darkness",Kieran Hebden,"Darkness, Darkness / No Services",2023-06-30,607922,33,False,1,0.57,0.773,5,-8.292,0,0.0463,0.554,0.819,0.225,0.395,94.935,spotify:track:2ih7916Ch16x9n75yhc3Ok
Future Perfect,The Durutti Column,Fidelity,1996,315000,45,False,3,0.729,0.438,1,-18.854,1,0.0535,0.0996,0.393,0.0919,0.519,99.976,spotify:track:0RlpgTdnxatoTRBvG34zaB
Dance Yourself Free,Rebecca Vasmant,Broken Biscuits,2022-02-17,372524,1,False,2,0.496,0.948,7,-4.493,1,0.249,0.0531,0.00652,0.0683,0.737,115.982,spotify:track:0LEcwSGEPRTKFwABHpOHA1
I Am Stretched on Your Grave,Sinéad O'Connor,I Do Not Want What I Haven't Got,1990-07-01,333386,39,False,2,0.712,0.654,8,-8.039,0,0.0667,0.0936,0.0672,0.131,0.548,93.957,spotify:track:2VQUtkqHTXKY5rm81PZEtk
Rotations,Ebende,Åter,2023-11-03,452411,4,False,2,0.807,0.839,11,-11.025,0,0.064,0.0211,0.861,0.0884,0.837,128.008,spotify:track:1y0fZhqZeB5EYEg3lhZnLT
Old San Juan,MFSB,Mysteries of the World,1980-12-01,269133,29,False,6,0.667,0.715,0,-10.303,0,0.068,0.0728,0.279,0.126,0.318,99.491,spotify:track:1cmDA9WSDPLEISCp0i7xk2
